asin,title,description,imUrl
1574998064,Nannini SOS Sun Readers +1.50,"Need a pair of outdoor reading glasses in a pinch? The ultra-compact, super-lightweight Nannini SOS Sun Readers can help. Measuring just over 3 inches across and less than 1/16th of an inch thick (about the size of a credit card), you can keep these smoke-colored specs in your wallet, purse or pocket for easy access. With their unique look and comfort fit, the SOS Sun Readers make excellent ""emergency pairs"" or backups to your regular specs. Keep a pair everywhere!",http://ecx.images-amazon.com/images/I/317es-3RdUL._SY300_.jpg
1584804785,First Aid/CPR/AED Instructor's Manual,"Provides guidance to conduct courses within the First Aid/CPR/AED program. The manual includes lesson plans, enhanced skill assessment tools and other resources. Incorporates the latest science and meets OSHA guidelines",http://ecx.images-amazon.com/images/I/31iW0FY1kPL.jpg
1591270685,Floral Designs Notecard Set,,http://ecx.images-amazon.com/images/I/41UPBBmDZTL._SX300_.jpg
1591271037,Art of Tapestry Boxed Notecard Set,Boxed Notecards,http://ecx.images-amazon.com/images/I/515RiRLyXxL._SX300_.jpg
1593431090,Portable Vibrating Lipstick with Free bullet Vibrator,"Keep it confidently in your purse or car and use it anywhere you like. It's the ideal toy for lunch hour or whenever you need a few minutes of sweet alone time. Liberating and sensual, this ""sexcessory"" is a must have for any ""undercover girl.""",http://ecx.images-amazon.com/images/I/41LelYHLb7L._SY300_.jpg
159811719X,Christus Oil Vial Gift Set,Made to take everywhere. Engraved with the image of Christ. Includes bottle of oil. Makes an ideal gift.,http://ecx.images-amazon.com/images/I/31eCBNXKqUL.jpg
159811820X,Silver with Window Oil Vial Gift Set,"Made to take everywhere, this beautifully crafted, contemporary, durable oil vial is a convenient way to carry consecrated oil. With a window that allows you to easily see inside, these vials feature an internal glass reservoir and rubber O-ring seal to prevent leakage, along with a sturdy zinc alloy keychain. Comes with a small bottle of extra virgin-olive oil. Makes an ideal gift.",http://ecx.images-amazon.com/images/I/21FTe0o31AL.jpg
159985130X,"Lightwedge Lighted Pocket Magnifier, Plum","The Pocket Magnifier is so popular, we are having a hard time keeping it on our shelves! Slide open to activiate the powerful LED light. The square lens provides strong 3X magnification perfect for menus, instruction manuals, maps and more! This deluxe lighted magnifier is a favorite gift for all readers.",http://ecx.images-amazon.com/images/I/31eVZtZ%2BlmL._SY445_.jpg
1601060580,Insults and Comebacks for All Occasions (Lines for All Occasions),"There's a time and a place for saying what's really on your mind, and Insults and Comebacks for All Occasions provides the lines necessary for dishing it out. Armed with barbs targeting everything from looks to age to intelligence, you'll always be prepared with an appropriate-or completely inappropriate-putdown or comeback. With the help of this pocket-sized prompter, your reputation will soon precede you. Chapters range from The Young and the Old to Famous Lip. Over 504 insults and comebacks to choose from. Hardcover book is 3.25 x 5.5-inches; 112 pages. With clever clich&#xE9;s, ideal insults, perfect pickups and picker-uppers, and so much more, these pocket-sized prompters provide the appropriate (or deliberately inappropriate) script for every encounter.",http://ecx.images-amazon.com/images/I/41wGkK-ZbsL._SY300_.jpg
1601108397,The Happy Co The Head Trip 1 ea,The Best Head Massager Ever Invented!It's hard to believe something so simpl,http://ecx.images-amazon.com/images/I/41RR91F5BHL._SY300_.jpg
1606260081,Heartfelt Notecard Collection,,http://ecx.images-amazon.com/images/I/41KnsBj32VL._SY300_.jpg
1608613887,Christus Faith Oil Vial Gold/Black Small,"Made to take everywhere, this beautiful and durable oil vial is a convenient way to carry consecrated oil. Crafted of chromium plated brass and etched with an image of the Christus and the word faith, this vial features a rubber O-ring seal to prevent leakage, along with a sturdy zinc alloy keychain. Makes an ideal gift.",http://ecx.images-amazon.com/images/I/21W1C%2BMnZPL.jpg
1609966120,Carson Dellosa Magnifying Glass Cut-Outs (120094),"Accent your classroom theme, encourage good behavior, create award, and so much more with these colorful cut-outs!",http://ecx.images-amazon.com/images/I/41o9pqA36bL._SY300_.jpg
1615680861,Mickey Mouse Clubhouse Alphabet Learning Workbook,Mickey Mouse Clubhouse Alphabet Learning Workbook will introduce letter recognition & order. Each fun & colorful page will help with the educational skills that will give your child a head start to learning.,http://ecx.images-amazon.com/images/I/51BIu%2BDrfPL._SY300_.jpg
1616690054,"Family and Friends CPR Anytime, Light Skin","Kit Includes:
Mini Anne CPR learning Manikin
CPR Skills Practice DVD
Adult CPR & AED Reminder Card
Latex Free",http://ecx.images-amazon.com/images/I/41Djeg58rTL._SX300_.jpg
1619920409,"Cavallini 6 by 8-Inch Notebook, World Maps, 144 Pages",Cavallini Notebooks World Maps 6 by 8-Inch-144 pages Featuring Cavallini's classic cream lined paper stock.,http://ecx.images-amazon.com/images/I/51Sg3enqocL._SY300_.jpg
1619920581,Cavallini &amp; Co. Vintage Dogs Decorative Decoupage Poster Wrapping Paper Sheet,"Cavallini & Co. Vintage Dogs Decorative Decoupage Poster Wrapping Paper Sheet.
Transport yourself to another time and place with this Cavallini & Co.Vintage Dogs Wrapping Paper. This beautiful Vintage Dogs themed decorative wrapping paper is printed on heavy luxury cream Italian archival paper stock and is perfect for wrapping, framing, posters and embellishing your creations and art projects.",http://ecx.images-amazon.com/images/I/61vfA9Go9VL._SY300_.jpg
1619920344,"Cavallini 4 by 6-Inch Vintage Travel Small Notebook, 256 Pages",Cavallini Small Notebooks Vintage Travel 4 by 6-Inch-256 pages Featuring Cavallini's classic cream line paper stock.,http://ecx.images-amazon.com/images/I/51bDQ6N5JAL._SY300_.jpg
1619920433,"Cavallini 6 by 8-Inch Birds Notebook, 144 Pages",Cavallini Notebooks Birds 6 by 8-Inch-144 pages Featuring Cavallini's classic cream lined paper stock.,http://ecx.images-amazon.com/images/I/51pRd56rcNL._SY300_.jpg
1619920018,Notebook Set of 2 Birds: Nbset/Brd,Cavallini Notebook Set Birds 4 by  5.5-Inch-96 pages 2 Notebooks packaged together as one set.,http://ecx.images-amazon.com/images/I/51Iu4TyovcL._SX300_.jpg
1619920425,"Cavallini 6 by 8-Inch Vintage Travel Notebook, 144 Pages",Cavallini Notebooks Vintage Travel 6 by 8-Inch-144 pages Featuring Cavallini's classic cream lined paper stock.,http://ecx.images-amazon.com/images/I/61qJj1YI6qL._SY300_.jpg
1619920573,Cavallini &amp; Co. Vintage Cats Decorative Decoupage Poster Wrapping Paper Sheet,"Cavallini & Co. Vintage Cats Decorative Decoupage Poster Wrapping Paper Sheet.
Transport yourself to another time and place with this Cavallini & Co.Vintage Cats Wrapping Paper. This beautiful Vintage Cats themed decorative wrapping paper is printed on heavy luxury cream Italian archival paper stock and is perfect for wrapping, framing, posters and embellishing your creations and art projects.",http://ecx.images-amazon.com/images/I/61fzFraaI3L._SY300_.jpg
1619921014,Cavallini Christmas Birds Glitter 36 Assorted Gift Tags,Cavallini Glitter Gift Tags Christmas Birds-36 Assorted Gift Tags Packaged in a Tin.,http://ecx.images-amazon.com/images/I/51h02ynl-7L._SX300_.jpg
1619921723,Cavallini Vintage Cats and Dogs Decorative Paper Tape with 5 Assorted Paper Tape Rolls,Vintage Cats & Dogs Decorative Paper Tape - 5 assorted paper tape rolls (16 yards per roll) packaged in a tin.,http://ecx.images-amazon.com/images/I/41mY9Pi6iwL._SX300_.jpg
1619921812,Cavallini 12-Pack Petite Vintage Cats Parcel Set,"Petite Parcel Set Vintage Cats contains: 12 gift bags, 12 sheets of assorted stickers and 12 glittered gift tags. This set features vintage imagery from the Cavallini archives.",http://ecx.images-amazon.com/images/I/51CGwWG02cL._SY300_.jpg
1619920441,Cavallini &amp; Co. Anatomy Decorative Wrapping Paper 20x28,"Cavallini Papers are printed on fine, high quality laid paper. They feature extraordinary reproductions of vintage advertisements, posters, book illustrations, and more. Each sheet is truly a work of art, ready to hang or frame- or use them for gift wrap, bookmaking, scrapbooking, collage, box making, card making, book covers, and more!",http://ecx.images-amazon.com/images/I/51Jc05fizuL._SY300_.jpg
1619920514,Cavallini &amp; Co. World Map Decorative Wrapping Paper 20x28,"Cavallini & Co. World Map Decorative Decoupage Poster Wrapping Paper Sheet.
Transport yourself to another time and place with this Cavallini & Co. World Map Decorative Wrapping Paper. This beautiful World Map themed decorative wrapping paper is printed on heavy luxury cream Italian archival paper stock and is perfect for wrapping, framing, posters and embellishing your creations and art projects.",http://ecx.images-amazon.com/images/I/61zeQmiTU7L._SX300_.jpg
1619920115,Cavallini Glitter Vintage Christmas 36 Assorted Gift Tags,Cavallini Glitter Gift Tags Vintage Christmas-36 Assorted Gift Tags Packaged in a Tin.,http://ecx.images-amazon.com/images/I/512fjuzelWL._SX300_.jpg
1619923335,"Cavallini Papers 4-Sheet Wrap Pack, Vintage Bicycles","Cavallini Wrap Pack Vintage Bicycles contains 4 Wrap Sheets, 4 Glittered Gift Tags with bakers twine and tape.",http://ecx.images-amazon.com/images/I/51z4L%2BV%2BoeL._SY300_.jpg
1619921855,Cavallini 12-Pack Petite Vintage Paris Parcel Set,"Petite Parcel Set Vintage Paris contains: 12 gift bags, 12 sheets of assorted stickers and 12 glittered gift tags. This set features vintage imagery from the Cavallini archives.",http://ecx.images-amazon.com/images/I/51X2mPEeF4L._SY300_.jpg
1619920034,Notebook Set of 2 Butterflies: Nbset/Btr,Cavallini Notebook Set Butterflies 4 by  5.5-Inch 96 pages 2 Notebooks packaged together as one set.,http://ecx.images-amazon.com/images/I/51razPd4iRL._SX300_.jpg
1619921847,Cavallini 12-Pack Petite Vintage Owls Parcel Set,"Petite Parcel Set Vintage Owls contains: 12 gift bags, 12 sheets of assorted stickers and 12 glittered gift tags. This set features vintage imagery from the Cavallini archives.",http://ecx.images-amazon.com/images/I/51tjU%2BeuP3L._SY300_.jpg
1619923769,"Cavallini Papers 4 by 5.5-Inch Notebooks, Mini, Vintage, Set of 3",Cavallini Mini Notebooks Vintage contains 3 Mini notebooks packaged together as one set. Each set features charming images from the Cavallini archives.,http://ecx.images-amazon.com/images/I/51RitarnAzL._SY300_.jpg
1619921782,Cavallini 12-Pack Petite Vintage Dogs Parcel Set,"Petite Parcel Set Vintage Dogs contains: 12 gift bags, 12 sheets of assorted stickers and 12 glittered gift tags. This set features vintage imagery from the Cavallini archives.",http://ecx.images-amazon.com/images/I/51bAZLRcfsL._SY300_.jpg
1619923149,"Cavallini Papers Parcel Set Vintage Valentines Gift Bags, Petite, Set of 12","Cavallini Petite Parcel Set Vintage Valentines contains: 12 gift bags, 12 sheets of assorted stickers and 12 glittered gift tags. This set features vintage imagery from the Cavallini archives.",http://ecx.images-amazon.com/images/I/5188Wpz6N4L._SY300_.jpg
1619921839,Cavallini 12-Pack Petite Vintage Maps Parcel Set,"Petite Parcel Set Vintage Maps contains: 12 gift bags, 12 sheets of assorted stickers and 12 glittered gift tags. This set features vintage imagery from the Cavallini archives.",http://ecx.images-amazon.com/images/I/512yIVviE1L._SY300_.jpg
1619921790,Cavallini 12-Pack Petite Christmas Birds Parcel Set,"Petite Parcel Set Christmas Birds contains: 12 gift bags, 12 sheets of assorted stickers and 12 glittered gift tags. This set features vintage imagery from the Cavallini archives.",http://ecx.images-amazon.com/images/I/51u9Hy7wJxL._SY300_.jpg
1619923742,"Cavallini Papers 4 by 5.5-Inch Notebooks, Mini, Bicycles, Set of 3",Cavallini Mini Notebooks Bicycles contains 3 Mini notebooks packaged together as one set. Each set features charming images from the Cavallini archives.,http://ecx.images-amazon.com/images/I/51B4pgTHS8L._SY300_.jpg
1619923785,"Cavallini Papers 96-Page 4 by 5.5-Inch Notebook Set, San Francisco, Set of 2",Cavallini Notebook Set San Francisco 4 x 5.5 contains 96 pages 2 Notebooks packaged together as one set.,http://ecx.images-amazon.com/images/I/61mkXgUDyCL._SY300_.jpg
1621970418,"Graphique - Flavor Stripes Pen with self-display packaging, multi-colored","This pen was created exclusively for Graphique: produced with German ink, it is a precisely balanced writing instrument presented in smart and elegant packaging.  Come rediscover the pleasure of writing.",http://ecx.images-amazon.com/images/I/41vDW3UoTVL._SX300_.jpg
1626840008,California Real Estate Law,This is an example product description.,http://ecx.images-amazon.com/images/I/51T7GROTjqL._SY300_.jpg
1884305016,Deep Sleep and Sweet Dreams,"This cdwill give you a good night's sleep, problem solving opportunities, mental and physical refreshment and enjoyable and renewable dreams. On the one hand this tape is designed to help with chronic insomnia as well as times when you just can't sleep. Once you are asleep, the tape will also enrich your dreams in especially enjoyable ways. 
 ""One of the best tapes available to help those with chronic insomnia, as well as an excellent resource for those who occasionally can't sleep. A perfect substitute for sleeping pills, this tape will also enrich your dreams in problem-solving while bringing you into a deep, healing level of sleep.""-Circle of Light Association's ""Best Self-Help Award"" 

 ""Just to let you know how much I love your tapes! The Sleep tape is excellent. I recommend your tapes to my own clients and friends and everyone raves about how helpful they are."" - Ann Marie Tessier Therapist",http://ecx.images-amazon.com/images/I/310v1%2Bil%2BOL.jpg
